6.11079E+18;9.13689E+18;1E+18;;;;;;;;;
4.30622E+18;4.7966E+18;1E+18;;;;;;;;;
1.4419E+18;1.09143E+19;-1E+18;;;;;;;;;
4.74157E+18;6.06906E+18;1E+18;;;;;;;;;
4.18942E+18;4.92625E+18;1E+18;;;;;;;;;
3.33219E+18;6.77316E+18;1E+18;;;;;;;;;
1.83413E+18;1.20738E+19;-1E+18;;;;;;;;;
4.34938E+18;5.32788E+18;-1E+18;;;;;;;;;
5.20071E+17;8.57867E+18;-1E+18;;;;;;;;;
4.35825E+18;8.3799E+18;1E+18;;;;;;;;;
3.6138E+18;7.30154E+18;-1E+18;;;;;;;;;
3.27642E+18;5.46327E+18;1E+18;;;;;;;;;
3.0949E+18;5.98876E+18;1E+18;;;;;;;;;
2.79474E+18;1.02381E+19;-1E+18;;;;;;;;;
6.46199E+18;6.27913E+18;1E+18;;;;;;;;;
2.17642E+18;9.90758E+18;-1E+18;;;;;;;;;
4.47498E+18;7.6792E+18;1E+18;;;;;;;;;
1.9109E+18;8.99781E+18;-1E+18;;;;;;;;;
-2.23863E+17;1.09503E+19;-1E+18;;;;;;;;;
3.3997E+18;8.80625E+18;-1E+18;;;;;;;;;
4.95962E+18;9.32861E+18;-1E+18;;;;;;;;;
-3.959E+17;9.9076E+18;-1E+18;;;;;;;;;
3.96387E+18;1.15064E+19;-1E+18;;;;;;;;;
2.42243E+18;1.12967E+19;-1E+18;;;;;;;;;
3.72931E+18;3.4394E+18;1E+18;;;;;;;;;
6.8508E+18;5.72622E+18;1E+18;;;;;;;;;
1.23204E+18;6.67097E+18;-1E+18;;;;;;;;;
7.67953E+17;7.32883E+18;-1E+18;;;;;;;;;
9.08983E+18;7.31439E+18;1E+18;;;;;;;;;
2.83002E+18;5.66916E+18;-1E+18;;;;;;;;;
5.08973E+18;4.72252E+18;1E+18;;;;;;;;;
5.04369E+18;4.66017E+18;1E+18;;;;;;;;;
3.1909E+18;3.37209E+18;1E+18;;;;;;;;;
3.82148E+18;6.91057E+18;1E+18;;;;;;;;;
2.6238E+18;1.17652E+19;-1E+18;;;;;;;;;
4.37608E+18;5.79323E+18;1E+18;;;;;;;;;
3.8774E+18;7.76791E+18;1E+18;;;;;;;;;
2.48432E+18;6.48317E+18;-1E+18;;;;;;;;;
2.27575E+18;2.87316E+18;1E+18;;;;;;;;;
-4.67616E+18;1.09317E+19;-1E+18;;;;;;;;;
4.08549E+18;7.79075E+18;-1E+18;;;;;;;;;
6.41602E+18;7.18694E+18;1E+18;;;;;;;;;
4.99237E+18;7.51313E+18;1E+18;;;;;;;;;
6.09211E+18;7.50745E+18;1E+18;;;;;;;;;
3.27678E+18;7.42956E+18;-1E+18;;;;;;;;;
7.16858E+18;5.20713E+18;1E+18;;;;;;;;;
6.87416E+18;3.53178E+18;1E+18;;;;;;;;;
8.18756E+17;1.23693E+19;-1E+18;;;;;;;;;
2.09334E+17;9.71615E+18;-1E+18;;;;;;;;;
4.8188E+18;5.36841E+18;1E+18;;;;;;;;;
3.06609E+18;1.00939E+19;-1E+18;;;;;;;;;
9.57823E+16;8.39906E+18;-1E+18;;;;;;;;;
1.86241E+18;8.58418E+18;-1E+18;;;;;;;;;
3.21342E+18;9.1166E+18;-1E+18;;;;;;;;;
6.43388E+18;4.84248E+18;1E+18;;;;;;;;;
8.281E+18;4.7746E+18;1E+18;;;;;;;;;
3.21759E+18;8.38781E+18;-1E+18;;;;;;;;;
